instname,state,zip,control,medical,hospital,fte_count,tuition,revenue,tuition_discount,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg,loan_num,loan_pct,loan_avg_amount,fee01_tf,tuition02_tf,tuition03_tf,fee05_tf,tuition06_tf,tuition07_tf,total01,assets06,liabilities07,assets11,land04,assets15,endow02m,assets16,associatedegrees,bachelordegrees,masterdegrees,doctordegrees,firstprofdegrees,awardslessthan1yr,awards1yrto2yr,awards2yrto4yr,postbacccertificates,postmastcertificates,firstprofcertificates,postmastFPcert,totaldegrees,grad_rate_150_n,grad_rate_150_p,ugentering,fall_total_undergrad,total_full_time_undergraduates,total_full_time_graduates,total_full_time_postbacc,total_full_time,total_part_time_undergraduates,total_part_time_graduates,total_part_time_postbacc,total_part_time,total_undergraduates,total_graduates,total_postbacc,total_enrollment,total_enrollment_amin_tot,total_enrollment_asian_tot,total_enrollment_black_tot,total_enrollment_hisp_tot,total_enrollment_white_tot,total_enrollment_multi_tot,total_enrollment_unkn_tot,total_enrollment_nonres_tot,ftall03ug,ftall04ug,ftall05ug,ftall06ug,ftall08ug,ftall09ug,ftall10ug,ftall11ug,ftall12ug,ftall13ug,ftall14ug,ftall03gr,ftall04gr,ftall05gr,ftall06gr,ftall08gr,ftall09gr,ftall10gr,ftall11gr,ftall12gr,ftall13gr,ftall14gr,ftall03,ftall04,ftall05,ftall06,ftall08,ftall09,ftall10,ftall11,ftall12,ftall13,ftall14,ptall03ug,ptall04ug,ptall05ug,ptall06ug,ptall08ug,ptall09ug,ptall10ug,ptall11ug,ptall12ug,ptall13ug,ptall14ug,ptall03gr,ptall04gr,ptall05gr,ptall06gr,ptall08gr,ptall09gr,ptall10gr,ptall11gr,ptall12gr,ptall13gr,ptall14gr,ptall03,ptall04,ptall05,ptall06,ptall08,ptall09,ptall10,ptall11,ptall12,ptall13,ptall14,applcn,applcnm,applcnw,admssn,admssnm,admssnw,enrlt,enrlm,enrlw,applicantcount,admitcount,enrollftcount,enrollptcount,actcm25,actcm75,acten25,acten75,actmt25,actmt75,satmt25,satmt75,satvr25,satvr75,ftall1,ptall1,ft_faculty_per_100fte,pt_faculty_per_100fte,all_employees,ft_faculty_salary,full_time_employee_100fte,full_time_faculty_share,faculty_instr_headcount,LONGITUD,LATITUDE
Jefferson Davis Community College,Alabama,36426,1,2,2,931.481435,3652070,12235693,0.300026013,310,96,172,53,4802,11,3,518,94,29,2525,2,1,222,578,2130,4260,,,,13789483,15128313,2158441,12969872,456095,12969872,,,144,,,,,51,53,,,,,,144,84,0.276315789,648,1433,678,,,678,755,,,755,1433,,,1433,58,19,458,19,777,12,90,0,3,254,122,61,80,64,38,43,13,0,,,,,,,,,,,,,3,254,122,61,80,64,38,43,13,0,,85,85,91,94,103,89,74,92,39,3,,,,,,,,,,,,,85,85,91,94,103,89,74,92,39,3,,,,,,,,,,,,,,,,,,,,,,,,,39,40,4.186878937,4.294234807,141,54070.12821,9.554672445,0.493670886,39,-87.08423,31.10199
Jefferson State Community College,Alabama,35215-3098,1,2,2,5055.091996,23177060,51108802,0.074230338,659,64,343,33,4810,99,10,1029,197,19,2309,224,22,2985,930,2130,4260,,,,52732035,107463146,69484963,37978183,8071583,37978183,,,654,,,,,177,51,,,,,,654,67,0.073304158,3390,8581,3273,,,3273,5308,,,5308,8581,,,8581,28,150,1522,161,6414,148,71,87,20,1310,913,465,250,123,66,82,44,0,0,,,,,,,,,,,,20,1310,913,465,250,123,66,82,44,0,0,560,642,695,859,914,554,409,475,188,11,1,,,,,,,,,,,,560,642,695,859,914,554,409,475,188,11,1,,,,,,,,,,,,,,,,,,,,,,,,154,328,3.046433183,6.488507039,853,53490.29221,7.319352453,0.319502075,154,-86.709463,33.651085
John C Calhoun State Community College,Alabama,35671,1,2,2,7082.276929,28695734,56303542,0.07818291,1024,73,674,48,4566,80,6,989,357,25,1736,391,28,3345,720,2130,4260,,,,61221901,104856784,42375437,62481347,1089595,62481347,,,808,,,,,305,75,,,,,,808,136,0.114381833,3680,11212,4995,,,4995,6217,,,6217,11212,,,11212,269,63,2212,284,8041,207,136,0,29,1784,1250,637,517,271,192,226,69,2,18,,,,,,,,,,,,29,1784,1250,637,517,271,192,226,69,2,18,580,716,918,874,1016,668,488,650,228,30,49,,,,,,,,,,,,580,716,918,874,1016,668,488,650,228,30,49,,,,,,,,,,,,,,,,,,,,,,,,141,422,1.990885155,5.958535711,869,54329.16312,4.603039436,0.25044405,141,-86.94908,34.64771
Judson College,Alabama,36756,2,2,2,273.535705,3339522,8280704,0.455455601,68,100,30,44,5245,56,82,427,64,94,8496,47,69,6674,550,12340,12340,,,,7763440,29933446,11442552,18490894,2689077,18490894,,13448669,,46,,,,,,,,,,,46,27,0.391304348,87,313,248,,,248,65,,,65,313,,,313,1,4,39,5,258,,5,1,1,119,85,17,10,7,3,5,1,,,,,,,,,,,,,,1,119,85,17,10,7,3,5,1,,,9,2,2,3,17,7,6,12,7,,,,,,,,,,,,,,9,2,2,3,17,7,6,12,7,,,269,0,269,221,0,221,69,,69,269,221,69,0,18,28,20,29,17,24,470,550,480,550,20,32,7.311659734,11.69865557,119,51207.5,30.3433879,0.384615385,20,-87.316603,32.629662
University of West Alabama,Alabama,35470,1,2,2,3336.88212,30918057,54040605,0.083658556,228,95,198,83,4022,10,4,1145,143,60,3861,160,67,6507,720,5060,10120,120,5880,11760,54011430,45211194,16856130,28355064,492526,28355064,,,51,199,944,,,,,,,,,,1194,74,0.309623431,468,1945,1541,738,738,2279,404,2474,2474,2878,1945,3212,3212,5157,21,16,2714,38,2281,4,69,14,230,267,502,330,116,48,24,17,7,0,,,,0,91,252,163,123,91,18,0,,230,267,502,421,368,211,147,108,25,0,,27,10,36,69,86,70,41,48,15,2,,,,2,199,632,570,496,404,169,2,,27,10,38,268,718,640,537,452,184,4,,770,340,430,478,263,215,326,134,192,770,478,269,57,18,34,18,35,16,34,,,,,115,4,3.446330912,0.689266182,409,52399.76522,11.29797177,0.833333333,115,-88.18725,32.5843
Marion Military Institute,Alabama,36756,1,2,2,481.772428,4893447,11464675,0.512688908,254,100,151,59,7364,5,2,2535,209,82,7001,165,65,4327,2570,6000,12000,,,,11342728,23851154,3827791,20023363,604910,20023363,,,102,,,,,,,,,,,,102,53,0.228448276,306,511,467,,,467,44,,,44,511,,,511,10,19,122,40,315,5,0,0,7,317,129,12,2,,,,,,,,,,,,,,,,,,7,317,129,12,2,,,,,,,0,15,25,3,1,,,,,,,,,,,,,,,,,,0,15,25,3,1,,,,,,,962,723,239,480,389,91,255,205,50,962,480,255,0,18,24,16,23,16,24,440,620,450,590,17,6,3.528636969,1.245401283,126,51812.41176,20.34155429,0.739130435,17,-87.318077,32.622556
Miles College,Alabama,35064-2621,2,2,2,1716.321411,10544086,22910038,0.20883555,385,98,327,83,4909,130,33,466,95,24,4417,358,91,8029,658,8506,8506,,,,25168124,60376872,14068826,46308046,3004333,46308046,,13327732,,171,,,,,,,,,,,171,103,0.254320988,534,1794,1668,,,1668,123,,,123,1791,,,1791,0,1,1760,5,25,,0,0,16,598,467,334,132,56,29,26,10,,,,,,,,,,,,,,16,598,467,334,132,56,29,26,10,,,0,10,33,22,21,11,8,12,6,,,,,,,,,,,,,,0,10,33,22,21,11,8,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,102,41,5.942942816,2.388829956,338,33968.64706,15.03214948,0.713286713,102,-86.90718,33.48072
University of Mobile,Alabama,36613-2842,2,2,2,1405.479955,20849714,23375034,0.374516696,211,92,94,41,5082,121,53,509,208,91,7556,162,71,6264,500,14500,14500,150,7020,7020,23687657,42811752,21236239,21575513,812038,21575513,,11223136,30,272,62,,,,,,,,,,364,99,0.410788382,399,1415,1257,44,44,1301,158,111,111,269,1415,155,155,1570,35,6,378,9,983,7,105,47,11,406,346,175,85,76,59,67,32,,,,,,12,11,6,6,5,4,,,11,406,346,187,96,82,65,72,36,,,2,4,5,39,30,30,21,18,9,,,,,,12,24,24,20,18,13,,,2,4,5,51,54,54,41,36,22,,,796,256,540,618,225,393,228,85,143,796,618,221,7,19,25,20,26,17,24,430,540,470,590,84,65,5.976606048,4.695904752,267,40237.96429,14.01656419,0.56,84,-88.128739,30.793454
University of Montevallo,Alabama,35115-6000,1,2,2,2705.153672,21431523,49463215,0.252870363,356,87,142,35,4851,7,2,943,249,61,5539,224,55,5667,500,6510,13050,482,5592,11184,52070760,91143951,36168552,54975399,553636,54975399,,,,441,148,,,,,,,32,,32,589,199,0.407786885,624,2571,2275,219,219,2494,292,258,258,550,2567,477,477,3044,17,152,319,59,2273,,159,65,13,769,794,483,127,45,19,18,7,,,,,4,87,65,24,14,18,7,,,13,769,798,570,192,69,33,36,14,,,1,24,43,98,51,27,16,26,6,,,,,0,29,75,52,33,44,25,,,1,24,43,127,126,79,49,70,31,,,1543,524,1019,1057,346,711,518,176,342,1543,1057,507,11,20,25,20,27,17,24,,,,,137,80,5.064407298,2.957318131,464,59154.78102,13.78849578,0.631336406,137,-86.86473,33.10442
Northwest Shoals Community College-Muscle Shoals,Alabama,35661,1,2,2,3123.054911,11471885,37741426,0.433907156,840,92,624,68,4669,4,0,329,418,46,1901,235,26,3723,750,2130,4260,,,,41581405,37818889,7163607,30655282,810873,30655282,,,312,,,,,77,57,,,,,,312,79,0.126805778,1718,4520,2417,,,2417,2103,,,2103,4520,,,4520,40,35,485,83,3851,16,6,4,17,1173,452,222,204,133,90,100,26,0,,,,,,,,,,,,,17,1173,452,222,204,133,90,100,26,0,,470,276,286,266,238,157,149,183,63,15,,,,,,,,,,,,,470,276,286,266,238,157,149,183,63,15,,,,,,,,,,,,,,,,,,,,,,,,,91,148,2.913813641,4.738949657,493,52677.23333,7.108424486,0.380753138,90,-87.678939,34.730351
University of North Alabama,Alabama,35632-0001,1,2,2,6054.172464,38291392,78457528,0.133221064,899,97,443,48,4544,31,3,285,452,49,3079,552,60,5581,906,4008,8016,906,3780,7560,83854799,130350044,38382782,91967262,3757429,91967262,,,,915,389,,,,,,,9,,9,1304,283,0.330607477,1524,6042,4970,368,368,5338,1072,784,784,1856,6042,1152,1152,7194,80,40,879,118,5095,136,260,586,15,1779,1583,1073,290,99,65,49,17,0,,,,,117,108,40,37,52,14,0,,15,1779,1583,1190,398,139,102,101,31,0,,272,60,76,222,136,83,63,106,44,10,,,,,115,231,124,103,155,55,1,,272,60,76,337,367,207,166,261,99,11,,2437,,,2005,,,1074,506,568,2437,2005,988,86,18,24,17,24,16,23,360,470,400,460,236,110,3.898138043,1.816928749,818,62693.82203,10.53818674,0.682080925,236,-87.67976,34.8072
Northeast Alabama Community College,Alabama,35986,1,2,2,2437.374748,9608005,20752113,0.094368602,775,93,632,76,5211,25,3,434,322,39,3444,111,13,2736,720,2130,4260,,,,25686181,29295510,8285014,21010496,388083,21010496,,,334,,,,,153,37,,,,,,334,137,0.279022403,1809,3368,1966,,,1966,1404,,,1404,3370,,,3370,122,7,91,85,3055,,10,0,35,780,286,129,183,141,148,172,88,4,,,,,,,,,,,,,35,780,286,129,183,141,148,172,88,4,,290,176,201,138,149,136,107,155,50,2,,,,,,,,,,,,,290,176,201,138,149,136,107,155,50,2,,,,,,,,,,,,,,,,,,,,,,,,,49,160,2.010359713,6.564439881,324,57672.26531,4.266885922,0.234449761,49,-85.849296,34.495048
Oakwood University,Alabama,35896,2,2,2,1792.588001,23892663,45147133,0.264181017,387,98,199,51,4009,19,5,968,352,89,5828,252,64,8783,792,13042,13042,792,10488,10488,42307290,67131740,14300091,52831649,3509366,52831649,,8259069,2,247,10,,,,,,25,,,,259,174,0.402777778,473,1859,1671,42,42,1713,188,15,15,203,1859,57,57,1916,1,3,1703,18,15,,44,132,62,698,549,234,73,20,16,8,6,0,5,,,2,8,11,4,7,4,5,,1,62,698,551,242,84,24,23,12,11,0,6,6,16,26,26,23,13,14,26,10,2,26,,,0,0,1,1,2,5,4,,2,6,16,26,26,24,14,16,31,14,2,28,1775,670,1105,996,373,623,487,192,295,1775,996,485,2,16,21,15,22,15,19,360,490,400,530,105,61,5.85745302,3.402901278,369,46946.2,16.56822426,0.63253012,105,-86.661596,34.756663
Samford University,Alabama,35229-2240,2,2,2,4348.782124,97848294,128558576,0.249365615,688,94,108,15,5366,200,27,539,672,92,9994,290,40,6563,220,20200,20200,220,13090,13090,123327778,476596010,200095712,276500298,58273343,276500298,,224170167,1,576,213,15,311,,1,,,11,,11,1116,488,0.733834586,868,2908,2702,1452,1452,4154,206,298,298,504,2908,1750,1750,4658,21,57,348,52,3940,1,200,39,17,1260,1063,283,42,14,9,8,5,,1,,2,87,629,468,126,39,58,32,2,9,17,1262,1150,912,510,140,48,66,37,2,10,2,4,21,54,28,21,22,29,22,,3,,0,0,11,53,51,57,75,49,0,2,2,4,21,65,81,72,79,104,71,0,5,2288,791,1497,1911,649,1262,733,246,487,2288,1911,732,1,21,28,23,31,22,28,520,650,520,645,282,137,6.484574117,3.150307284,1075,69263.02128,20.25854538,0.673031026,282,-86.790142,33.463236
Shelton State Community College,Alabama,35405-8522,1,2,2,4375.848972,16178369,40812916,0.386402733,805,74,600,55,4998,51,5,1180,182,17,2730,28,3,2131,570,2130,4260,,,,44814046,85911680,18393969,67517711,1810736,67517711,,,291,,,,,116,110,,,,,,291,82,0.097156398,1838,5834,3652,,,3652,2156,,,2156,5808,,,5808,19,43,1793,52,3692,33,137,39,0,1477,1078,506,279,119,81,75,32,2,3,,,,,,,,,,,,0,1477,1078,506,279,119,81,75,32,2,3,38,245,487,508,322,190,144,153,64,4,1,,,,,,,,,,,,38,245,487,508,322,190,144,153,64,4,1,,,,,,,,,,,,,,,,,,,,,,,,82,207,1.873922078,4.730510612,583,55554.31707,6.718696232,0.283737024,82,-87.557337,33.119706
University of South Alabama,Alabama,36688-0002,1,1,2,12352.3307,94555000,567593000,0.143598964,1579,90,745,42,4949,139,8,608,830,47,4667,946,54,6517,1102,4860,10200,1102,5232,11040,573547000,917157000,497886000,419271000,56422000,419271000,,,,1581,694,21,157,64,55,27,0,28,,28,2453,458,0.368167203,3058,11408,8527,2407,2407,10934,2881,707,707,3588,11408,3114,3114,14522,113,437,2543,294,9704,34,620,777,121,2720,2465,1733,849,305,159,142,31,2,0,,,54,715,676,341,228,254,139,0,,121,2720,2519,2448,1525,646,387,396,170,2,0,173,137,364,702,653,324,194,241,87,4,2,,,0,64,158,127,108,170,78,2,,173,137,364,766,811,451,302,411,165,6,2,4050,1843,2207,3631,1621,2010,1841,869,972,4050,3631,1753,88,18,24,18,25,17,24,,,,,724,340,5.861242042,4.290688235,3304,63996.29225,21.53439756,0.577352472,503,-88.174087,30.696578
Spring Hill College,Alabama,36608-1791,2,2,2,1330.180897,32390495,38838382,0.593417791,353,100,118,33,5509,140,40,430,349,99,16649,243,69,6842,1540,23910,23910,0,5112,5112,36655935,172557035,98903931,73653104,2779805,73653104,,39842829,,261,58,,,1,1,,1,0,,0,319,199,0.644012945,395,1310,1184,26,26,1210,126,185,185,311,1310,211,211,1521,10,17,273,95,1033,,78,15,6,579,492,90,5,6,4,2,0,0,,,,0,12,6,2,2,3,1,0,,6,579,492,102,11,8,6,5,1,0,,0,3,5,6,18,24,16,27,26,1,,,,1,15,32,17,26,37,51,6,,0,3,6,21,50,41,42,64,77,7,,4234,1523,2711,2329,876,1453,358,152,206,4234,2329,358,0,21,26,22,28,20,25,480,570,480,600,82,47,6.164575073,3.533354005,345,50794.14634,17.81712552,0.635658915,82,-88.148412,30.685751
Stillman College,Alabama,35403,2,2,2,1023.999996,14148956,22789568,0.267979701,426,99,311,72,4238,172,40,475,286,66,2383,325,75,3885,1302,12160,12160,,,,21513752,66916812,46815213,20101599,469716,20101599,,15420147,,96,,,,,,,,,,,96,82,0.238372093,488,1041,1013,,,1013,28,,,28,1041,,,1041,1,0,910,3,27,,100,0,14,562,272,108,31,7,4,4,3,,8,,,,,,,,,,,,14,562,272,108,31,7,4,4,3,,8,0,1,6,8,5,1,3,1,0,,3,,,,,,,,,,,,0,1,6,8,5,1,3,1,0,,3,5909,2064,3845,2580,835,1745,384,159,225,5909,2580,384,0,16,19,15,20,15,18,370,470,380,450,53,2,5.17578127,0.195312501,270,45347.0566,17.87109382,0.963636364,53,-87.582864,33.200716
Talladega College,Alabama,35160,2,2,2,683.607139,5922112,13411961,0.190523246,172,86,148,74,5410,6,3,2529,57,28,5422,135,67,7591,800,8140,8140,,,,13371300,60487318,16229441,44257877,74795,44257877,,45201502,,106,,,,,,,,,,,106,17,0.193181818,263,700,673,,,673,27,,,27,700,,,700,0,1,654,24,15,,6,0,2,155,235,137,33,20,13,22,17,,39,,,,,,,,,,,,2,155,235,137,33,20,13,22,17,,39,9,1,5,3,0,1,0,3,0,,5,,,,,,,,,,,,9,1,5,3,0,1,0,3,0,,5,,,,,,,,,,,,,,,,,,,,,,,,33,11,4.827334022,1.609111341,137,40351.18182,16.6762448,0.75,33,-86.112036,33.433069
Troy University,Alabama,36082-0001,1,2,2,19513.12654,160215417,232927937,0.09656404,1487,74,992,50,5040,16,1,1262,559,28,4773,1486,74,7341,292,4632,9264,244,3960,7920,255743537,394792134,158690164,236101970,8658742,236101970,,,493,2705,2245,,,,,,,54,,54,5443,469,0.371338084,5991,22212,11070,2151,2151,13221,11142,4965,4965,16107,22212,7116,7116,29328,426,319,12780,830,13331,,992,650,6,1737,2125,1969,1271,1465,1078,1062,354,3,0,,,2,307,631,397,283,331,180,7,13,6,1737,2127,2276,1902,1862,1361,1393,534,10,13,39,210,641,1478,2257,1782,1550,1500,433,4,1248,,,2,272,1259,1057,858,1038,460,12,7,39,210,643,1750,3516,2839,2408,2538,893,16,1255,5999,2762,3237,3974,1617,2357,2908,1222,1686,5999,3974,1827,1081,18,23,17,24,16,22,,,,,516,995,2.644373771,5.350244606,3276,56788.82245,7.907497536,0.330769231,490,-85.95035,31.7969
Tuskegee University,Alabama,36088-1920,2,1,2,2884.023231,50383017,140113289,0.268261208,662,96,446,65,5762,83,12,4298,451,65,9058,569,83,9602,650,15630,15630,650,15630,15630,119607385,324320278,119364649,204955629,14265219,204955629,,109161293,,431,51,7,57,,,,,,,,546,325,0.463623395,824,2475,2419,435,435,2854,56,21,21,77,2475,456,456,2931,3,6,2417,18,57,,335,95,6,485,1002,773,113,14,5,3,,,18,,,1,108,243,46,14,14,2,,7,6,485,1003,881,356,60,19,17,2,,25,0,0,6,23,25,1,0,1,,,0,,,0,1,12,5,1,2,0,,0,0,0,6,24,37,6,1,3,0,,0,2872,1264,1608,1694,745,949,723,309,414,2872,1694,723,0,17,22,17,22,17,21,380,490,390,500,286,12,9.916702367,0.416085414,769,57095.09524,25.38121025,0.959731544,273,-85.71794,32.41666
University of Alaska Fairbanks,Alaska,99775-7480,1,2,2,19614.27974,118967505,727567566,0.116458894,1769,70,676,27,4154,67,3,1000,569,22,2451,896,35,6688,908,4500,14400,970,7584,15504,760958933,1246556980,271160370,975396610,27959190,975396610,,,971,1498,620,45,,209,238,,154,0,,0,3134,466,0.308609272,6617,27119,11950,970,970,12920,15169,1584,1584,16753,27119,2554,2554,29673,3175,1356,841,778,18988,1516,2430,589,121,3633,3063,2334,1417,560,296,384,135,,7,,1,15,217,348,191,82,78,38,,0,121,3634,3078,2551,1765,751,378,462,173,,7,739,1281,1457,2188,2629,1640,1268,2030,1661,,276,,0,2,77,357,312,226,335,265,,10,739,1281,1459,2265,2986,1952,1494,2365,1926,,286,2087,973,1114,1554,730,824,1008,499,509,2087,1554,2345,776,18,25,17,25,16,24,430,590,450,600,1345,1148,6.857248995,8.376550259,6780,71557.18707,22.21850641,0.450133869,1021,-147.82475,64.857053
Prince William Sound Community College,Alaska,99686,1,2,2,261.204237,762743,5997041,0.002399235,22,81,11,41,4028,1,4,500,4,15,381,7,26,5032,310,3990,3990,,,,6110351,15106436,640938,14465498,530000,14465498,,,17,,,,,,0,,,,,,17,5,0.294117647,198,589,93,,,93,501,,,501,594,,,594,74,10,7,10,343,18,126,6,10,35,13,11,12,4,2,3,3,,0,,,,,,,,,,,,10,35,13,11,12,4,2,3,3,,0,168,25,18,28,37,23,37,66,87,,12,,,,,,,,,,,,168,25,18,28,37,23,37,66,87,,12,,,,,,,,,,,,,,,,,,,,,,,,8,30,3.062737455,11.48526546,94,79990.625,16.46221382,0.210526316,8,-146.357096,61.133085
Everest College-Phoenix,Arizona,85021-1641,3,2,2,4895.249901,102532865,102532865,,6283,95,5750,87,4504,18,0,158,12,0,1129,6132,92,9799,0,15024,15024,,,,76968611,40852471,4490062,,,,,,437,37,,,,307,448,,,,,,474,11,0.44,1016,,4623,,,4623,693,,,693,5316,,,5316,158,56,1271,771,2404,36,609,11,90,477,769,1089,807,534,640,211,6,,0,,,,,,,,,,,,90,477,769,1089,807,534,640,211,6,,0,15,59,108,148,150,84,89,36,3,,1,,,,,,,,,,,,15,59,108,148,150,84,89,36,3,,1,1304,342,962,924,221,703,924,221,703,1304,924,473,522,,,,,,,,,,,22,26,0.449415259,0.531127124,126,26080.81818,1.940656798,0.458333333,22,-112.113531,33.580955
Collins College,Arizona,85040,3,2,2,1072.642834,23298938,27552902,0.003496511,259,97,184,69,6937,5,2,8798,37,14,1127,253,94,10820,2888,31175,31175,,,,25638333,45162161,10471181,,,,,,159,244,,,,,,,,,,,403,126,0.329842932,293,1116,1009,,,1009,162,,,162,1171,,,1171,45,23,66,165,471,35,366,0,1,174,284,255,153,58,23,13,6,,42,,,,,,,,,,,,1,174,284,255,153,58,23,13,6,,42,0,11,33,46,38,16,4,6,3,,5,,,,,,,,,,,,0,11,33,46,38,16,4,6,3,,5,,,,,,,,,,,,,,,,,,,,,,,,32,61,2.983285674,5.686888316,162,40315.40625,9.229540054,0.344086022,32,-111.98646,33.40334
American Indian College of the Assemblies of God Inc,Arizona,85021,2,2,2,80.535713,631225,1716011,0.014067884,14,100,13,93,4708,1,7,2000,7,50,1507,11,79,4409,714,7260,7260,,,,2535826,2136866,1601784,535082,224224,535082,,350830,9,6,,,,,,,,,,,15,7,0.636363636,23,82,77,,,77,9,,,9,86,,,86,44,15,1,13,13,,0,0,,4,11,27,8,7,6,10,2,,2,,,,,,,,,,,,,4,11,27,8,7,6,10,2,,2,,1,2,1,0,2,0,1,2,,0,,,,,,,,,,,,,1,2,1,0,2,0,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,,6,11,7.450110984,13.6585368,42,30652.16667,27.31707361,0.352941176,6,-112.091236,33.577578
Arizona State University,Arizona,85287,1,2,2,59849.73136,711138000,1489812000,0.24231865,6856,83,2632,32,4643,183,2,1954,5917,72,7773,3378,41,5357,847,5997,18582,847,7128,20322,1522401000,2306883000,1270088000,1036795000,96873000,1036795000,,,,11810,3914,490,166,,,,,,,,16380,4039,0.590929042,15042,54277,45597,9029,9029,54626,8680,4758,4758,13438,54277,13787,13787,68064,1484,3935,3257,9924,42728,,3187,3549,790,15395,15120,8443,3539,1094,554,481,164,8,9,1,1,157,2480,3383,1415,737,587,262,6,0,791,15396,15277,10923,6922,2509,1291,1068,426,14,9,142,1314,1049,2221,1769,879,452,596,245,12,1,0,0,14,476,1307,969,655,784,517,35,1,142,1314,1063,2697,3076,1848,1107,1380,762,47,2,27089,12955,14134,24473,11530,12943,9707,4618,5089,27089,24473,8458,1249,20,26,20,26,20,27,480,610,470,600,2520,376,4.210545215,5.558922195,12084,84492.71151,13.50047831,0.430990251,2371,-111.932128,33.417515
Arizona Western College,Arizona,85365-8834,1,2,2,4455.434944,10839678,56818100,0.120557271,657,82,579,72,5083,21,3,614,121,15,3899,73,9,2858,560,1440,6000,,,,64201540,143785730,88751785,55033945,543607,55033945,,,549,,,,,334,372,,,,,,549,90,0.163339383,1879,7984,2672,,,2672,5312,,,5312,7984,,,7984,123,148,226,4480,1948,0,264,795,60,1240,586,269,238,118,66,60,31,2,2,,,,,,,,,,,,60,1240,586,269,238,118,66,60,31,2,2,506,843,819,775,752,472,381,465,242,44,13,,,,,,,,,,,,506,843,819,775,752,472,381,465,242,44,13,,,,,,,,,,,,,,,,,,,,,,,,115,310,2.581117252,6.957794332,959,50928.66972,8.95535464,0.270588235,109,-114.49618,32.69022
University of Arizona,Arizona,85721-0066,1,1,2,35289.28539,469086000,1488728000,0.331683316,5443,80,1714,25,4870,340,5,2704,4638,68,6322,2276,34,6164,315,6540,21949,315,7330,22242,1466454000,2333649000,1360046000,973603000,75866000,973603000,,,,5827,1327,471,353,,,,,10,,10,7978,3325,0.597376931,8878,30346,27103,6003,6003,33106,3243,2418,2418,5661,30346,8421,8421,38767,567,2102,1166,6408,23599,1089,1486,2350,63,9135,10018,5686,1397,396,199,148,58,3,0,,2,46,1464,2525,1125,395,308,131,7,,63,9137,10064,7150,3922,1521,594,456,189,10,0,7,276,733,1059,553,220,128,152,101,13,1,,0,1,136,580,512,390,453,329,17,,7,276,734,1195,1133,732,518,605,430,30,1,24756,11800,12956,19310,8948,10362,6966,3178,3788,24756,19310,6768,198,21,27,,,,,490,620,480,600,2515,627,7.126809094,9.762169912,14396,88969.54657,26.44712098,0.421979866,1546,-110.950875,32.232112
The Art Center Design College-Tucson,Arizona,85716,3,2,2,379.21425,7666521,7813838,0.006707736,35,97,30,83,3488,1,3,1200,8,22,1750,34,94,5569,125,25560,25560,,,,7321236,4622571,2167539,,,,,,0,75,,,,,,,,,,,75,98,0.640522876,97,531,281,,,281,250,,,250,531,,,531,35,14,21,170,278,6,7,0,,10,50,87,65,41,11,9,8,,,,,,,,,,,,,,,10,50,87,65,41,11,9,8,,,,2,15,61,60,47,27,22,16,,,,,,,,,,,,,,,2,15,61,60,47,27,22,16,,,58,26,32,48,23,25,48,23,25,58,48,59,54,,,,,,,,,,,17,45,4.482953897,11.86664267,100,,14.50367437,0.274193548,,-110.926828,32.252507
Central Arizona College,Arizona,85128-9030,1,2,2,3515.533569,10439572,64588270,0.246352532,504,83,370,61,3867,2,0,600,240,40,1913,139,23,5176,0,1736,7728,,,,59127724,147967874,67227936,80739938,4202798,80739938,,,356,,,,,42,517,,,,,,356,134,0.339240506,2357,6795,1858,,,1858,4937,,,4937,6795,,,6795,334,126,484,1855,3564,0,414,18,54,900,282,155,167,128,73,68,25,1,5,,,,,,,,,,,,54,900,282,155,167,128,73,68,25,1,5,280,623,455,476,741,616,492,698,451,93,12,,,,,,,,,,,,280,623,455,476,741,616,492,698,451,93,12,,,,,,,,,,,,,,,,,,,,,,,,92,331,2.616956948,9.415355977,864,53693.79348,10.0980404,0.21749409,92,-111.652297,32.95582
Brown Mackie College-Tucson,Arizona,85712,3,2,2,557,9307587,10920888,0.006278534,115,99,104,90,6300,7,6,13921,1,1,11124,106,91,11460,540,10584,10584,,,,10102601,14938570,2593376,,,,,,56,22,,,,,,,,,,,78,,,57,609,557,,,557,,,,,557,,,557,38,12,58,134,185,2,128,0,2,50,79,90,119,80,51,66,20,,,,,,,,,,,,,,2,50,79,90,119,80,51,66,20,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,15,,2.692998205,,57,36839,9.87432675,1,15,-110.895053,32.236286
